City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
165,La Tuque,CA,2021-05-31 04:16:28,47.4334,-72.7824,47.44,92,100,5.28
166,Port Hedland,AU,2021-05-31 04:12:36,-20.3167,118.5667,84.25,34,75,12.66
167,Wahiawa,US,2021-05-31 04:16:28,21.5028,-158.0236,79.12,66,90,8.05
168,Sao Filipe,CV,2021-05-31 04:16:29,14.8961,-24.4956,71.56,83,74,6.29
169,Saskylakh,RU,2021-05-31 04:12:12,71.9167,114.0833,49.33,57,1,8.84
170,Soyo,AO,2021-05-31 04:16:30,-6.1349,12.3689,75.9,91,20,6.49
171,Atambua,ID,2021-05-31 04:16:30,-9.1061,124.8925,82.0,61,100,3.0
172,Hasaki,JP,2021-05-31 04:16:31,35.7333,140.8333,78.19,60,0,11.39
173,Muroto,JP,2021-05-31 04:16:31,33.2833,134.15,75.24,67,0,7.31
174,Alto Araguaia,BR,2021-05-31 04:16:32,-17.3147,-53.2153,67.57,66,100,2.77
175,Geri,CY,2021-05-31 04:16:32,35.1,33.4167,68.02,94,40,3.44
176,Tual,ID,2021-05-31 04:16:32,-5.6667,132.75,81.66,76,78,17.56
177,Malgrat De Mar,ES,2021-05-31 04:16:33,41.6466,2.7414,69.96,87,74,5.01
178,Klamath Falls,US,2021-05-31 04:14:43,42.2249,-121.7817,71.51,37,1,12.66
179,Faya,SA,2021-05-31 04:16:33,18.3851,42.4509,70.32,15,1,6.71
180,Komsomolskiy,UZ,2021-05-31 04:16:34,40.4272,71.7189,83.62,34,0,4.61
181,Aguimes,ES,2021-05-31 04:16:34,27.9054,-15.4461,65.03,73,75,21.85
182,Cabo San Lucas,MX,2021-05-31 04:16:35,22.8909,-109.9124,81.81,72,0,13.87
183,Ugoofaaru,MV,2021-05-31 04:16:35,5.6667,73.0,83.55,71,73,19.17
184,Kenora,CA,2021-05-31 04:16:36,49.8167,-94.4337,55.38,76,40,5.75
185,Banda Aceh,ID,2021-05-31 04:11:59,5.5577,95.3222,86.9,63,84,13.09
186,Lewistown,US,2021-05-31 04:15:42,40.5992,-77.5714,51.89,84,75,3.44
187,Nabire,ID,2021-05-31 04:16:37,-3.3667,135.4833,83.43,79,46,3.83
188,Morgantown,US,2021-05-31 04:15:46,39.6295,-79.9559,54.45,90,20,0.0
189,Laguna,US,2021-05-31 04:16:38,38.421,-121.4238,88.3,36,1,8.46
190,Kenai,US,2021-05-31 04:12:48,60.5544,-151.2583,61.03,48,75,13.8
191,Mahina,PF,2021-05-31 04:16:39,-17.5065,-149.489,78.57,65,75,16.24
192,Hithadhoo,MV,2021-05-31 04:16:39,-0.6,73.0833,84.04,69,9,17.94
193,Nouadhibou,MR,2021-05-31 04:16:39,20.931,-17.0347,64.38,94,0,12.66
194,Clifton,US,2021-05-31 04:13:59,40.8584,-74.1638,50.04,93,90,4.0
195,Nsanje,MW,2021-05-31 04:16:40,-16.92,35.262,59.86,70,0,3.4
196,Cherskiy,RU,2021-05-31 04:16:40,68.75,161.3,64.58,29,2,2.33
197,Winnemucca,US,2021-05-31 04:16:41,40.973,-117.7357,66.25,26,1,7.49
198,Vila,PT,2021-05-31 04:16:41,42.0304,-8.1588,56.34,79,26,3.51
199,Saldanha,ZA,2021-05-31 04:16:41,-33.0117,17.9442,54.28,87,51,5.48
200,Okhotsk,RU,2021-05-31 04:16:42,59.3833,143.3,42.96,80,97,9.28
201,Ancud,CL,2021-05-31 04:16:42,-41.8697,-73.8203,56.23,98,100,12.77
202,Nouakchott,MR,2021-05-31 04:16:43,18.0858,-15.9785,71.53,67,96,16.28
203,Ilulissat,GL,2021-05-31 04:16:43,69.2167,-51.1,33.82,86,75,10.36
204,Iqaluit,CA,2021-05-31 04:16:43,63.7506,-68.5145,35.33,87,90,5.99
205,San Antero,CO,2021-05-31 04:16:44,9.3741,-75.7589,79.14,85,15,7.99
206,Bethel,US,2021-05-31 04:16:44,41.3712,-73.414,48.51,91,90,1.01
207,Tezu,IN,2021-05-31 04:16:45,27.9167,96.1667,80.37,73,96,1.1
208,Bairiki,KI,2021-05-31 04:16:45,1.3292,172.9752,86.0,70,40,14.07
209,Peace River,CA,2021-05-31 04:16:06,56.2501,-117.286,59.31,67,90,12.06
210,Tuatapere,NZ,2021-05-31 04:13:24,-46.1333,167.6833,49.82,93,100,5.39
211,Batagay-Alyta,RU,2021-05-31 04:16:46,67.8006,130.4114,41.81,92,100,7.78
212,Fallingbostel,DE,2021-05-31 04:16:46,52.8667,9.7,51.33,93,1,5.17
213,Padilla,CO,2021-05-31 04:16:46,3.2204,-76.3139,72.97,91,90,4.03
214,Bambous Virieux,MU,2021-05-31 04:12:57,-20.3428,57.7575,76.21,76,29,11.27
215,Cidreira,BR,2021-05-31 04:16:47,-30.1811,-50.2056,47.28,68,15,8.01
216,Kawalu,ID,2021-05-31 04:16:47,-7.3817,108.2082,83.01,71,92,3.67
217,Asyut,EG,2021-05-31 04:16:48,27.181,31.1837,86.18,14,0,2.77
218,Kinsale,IE,2021-05-31 04:16:48,51.7075,-8.5306,52.23,100,40,4.9
219,Pevek,RU,2021-05-31 04:13:14,69.7008,170.3133,39.36,70,20,4.9
220,Abu Dhabi,AE,2021-05-31 04:15:28,24.4667,54.3667,91.51,49,0,7.38
221,Saint-Joseph,RE,2021-05-31 04:16:49,-21.3667,55.6167,71.98,72,3,5.77
222,Red Bluff,US,2021-05-31 04:14:59,40.1785,-122.2358,93.88,13,1,4.61
223,Acoyapa,NI,2021-05-31 04:16:50,11.9703,-85.1711,76.66,83,7,9.69
224,Port Macquarie,AU,2021-05-31 04:12:27,-31.4333,152.9167,67.89,62,67,9.91
225,Juneau,US,2021-05-31 04:15:39,58.3019,-134.4197,51.8,94,90,5.01
226,Lorengau,PG,2021-05-31 04:16:50,-2.0226,147.2712,83.43,76,84,10.36
227,Russkoye,UA,2021-05-31 04:16:51,45.0167,34.8,60.44,67,75,2.13
228,Belyy Yar,RU,2021-05-31 04:16:51,53.6039,91.3903,60.69,31,0,3.94
229,Puerto Quijarro,BO,2021-05-31 04:16:51,-17.7833,-57.7667,72.46,71,66,7.47
230,Cortez,US,2021-05-31 04:14:27,37.3489,-108.5859,68.52,31,1,3.44
231,Klaksvik,FO,2021-05-31 04:16:52,62.2266,-6.589,50.92,91,3,18.37
232,San Antonio,US,2021-05-31 04:15:03,29.4241,-98.4936,77.07,78,20,9.22
233,Aras,ES,2021-05-31 04:16:55,42.5617,-2.356,57.06,94,0,2.06
234,The Valley,AI,2021-05-31 04:16:56,18.217,-63.0578,80.46,74,21,17.87
235,Bowling Green,US,2021-05-31 04:16:56,36.9903,-86.4436,57.94,82,1,4.61
236,Kavaratti,IN,2021-05-31 04:14:23,10.5669,72.642,82.98,77,100,19.48
237,Copala,MX,2021-05-31 04:16:57,16.65,-98.9833,81.48,80,100,5.23
238,Guerrero Negro,MX,2021-05-31 04:16:57,27.9769,-114.0611,59.9,80,0,14.27
239,Meulaboh,ID,2021-05-31 04:16:57,4.1363,96.1285,85.06,65,97,3.67
240,Svetlaya,RU,2021-05-31 04:16:58,46.5389,138.3297,50.49,69,79,11.41
241,Latur,IN,2021-05-31 04:16:58,18.4,76.5833,86.58,47,31,5.3
242,Karratha,AU,2021-05-31 04:13:20,-20.7377,116.8463,78.49,45,6,9.19
243,Puerto Montt,CL,2021-05-31 04:15:36,-41.4698,-72.9447,52.63,93,90,7.9
244,Bubaque,GW,2021-05-31 04:16:59,11.2833,-15.8333,77.14,78,88,9.62
245,Samsun,TR,2021-05-31 04:16:59,41.25,36.3333,64.99,63,40,2.84
246,Mount Gambier,AU,2021-05-31 04:12:37,-37.8333,140.7667,57.7,36,100,9.28
247,Torbay,CA,2021-05-31 04:17:00,47.6666,-52.7314,45.68,86,40,10.36
248,Aykhal,RU,2021-05-31 04:17:00,66.0,111.5,64.85,37,12,7.27
249,Coahuayana,MX,2021-05-31 04:17:00,18.7333,-103.6833,77.52,69,95,0.74
250,Imbituba,BR,2021-05-31 04:17:01,-28.24,-48.6703,58.89,69,65,3.47
251,Maldonado,UY,2021-05-31 04:17:02,-34.6667,-54.9167,42.19,72,74,8.3
252,Leningradskiy,RU,2021-05-31 04:17:02,69.3833,178.4167,40.19,74,22,5.82
253,Provideniya,RU,2021-05-31 04:12:16,64.3833,-173.3,48.81,37,99,14.99
254,Gimli,CA,2021-05-31 04:17:03,50.6336,-96.9907,51.06,71,15,6.91
255,Provost,CA,2021-05-31 04:17:03,52.3501,-110.2683,64.85,48,98,8.52
256,Bumba,CD,2021-05-31 04:17:04,2.1833,22.4667,73.44,91,71,0.74
257,Pochutla,MX,2021-05-31 04:17:04,15.7432,-96.4661,77.83,84,83,1.66
258,Hachinohe,JP,2021-05-31 04:17:05,40.5,141.5,62.82,50,65,12.46
259,Inuvik,CA,2021-05-31 04:17:05,68.3499,-133.7218,54.36,71,75,4.61
260,Tabuk,PH,2021-05-31 04:17:06,17.4189,121.4443,96.98,43,81,6.49
261,Taos,US,2021-05-31 04:13:53,36.4072,-105.5731,55.98,60,45,7.0
262,Tra Vinh,VN,2021-05-31 04:17:06,9.9347,106.3453,91.62,57,22,7.09
263,Buraydah,SA,2021-05-31 04:17:07,26.326,43.975,90.05,12,5,11.68
264,Tessalit,ML,2021-05-31 04:17:07,20.1986,1.0114,90.7,10,59,8.3
265,Lamlash,GB,2021-05-31 04:17:08,55.5336,-5.1296,50.27,91,3,4.72
